Id,en,es,fr,de,pt,it,nl,ru,ja,ko,zh,zh_TW,ar,hi,tr,pl,th,id
ticket_wrong_event,This ticket is for a different event,,,,,,,,,,,,,,,,,
tickets,Tickets,Boletos,Billets,Tickets,Ingressos,Biglietti,Tickets,Билеты,チケット,티켓,门票,門票,تذاكر,टिकट,Biletler,Bilety,ตั๋ว,Tiket
tickets_discover,Discover Events,Descubrir Eventos,Découvrir des Événements,Events Entdecken,Descobrir Eventos,Scopri Eventi,Evenementen Ontdekken,Открыть мероприятия,イベントを探す,이벤트 발견,发现活动,探索活動,اكتشف الأحداث,इवेंट खोजें,Etkinlikleri Keşfet,Odkryj Wydarzenia,ค้นพบกิจกรรม,Temukan Acara
tickets_empty_subtitle,tickets_empty_subtitle,,,,,,,,,,,,,,,,,
tickets_empty_title,No tickets yet,Aún no hay boletos,Pas encore de billets,Noch keine Tickets,Nenhum ingresso ainda,Nessun biglietto ancora,Nog geen tickets,Билетов пока нет,チケットはまだありません,아직 티켓이 없습니다,还没有门票,還沒有門票,لا توجد تذاكر بعد,अभी तक कोई टिकट नहीं,Henüz bilet yok,Brak biletów,ยังไม่มีตั๋ว,Belum ada tiket
tickets_label,Tickets,Boletos,Billets,Tickets,Ingressos,Biglietti,Tickets,Билеты,チケット,티켓,门票,門票,تذاكر,टिकट,Biletler,Bilety,ตั๋ว,Tiket
tickets_my_title,My Tickets,Mis Boletos,Mes Billets,Meine Tickets,Meus Ingressos,I Miei Biglietti,Mijn Tickets,Мои билеты,マイチケット,내 티켓,我的门票,我的門票,تذاكري,मेरे टिकट,Biletlerim,Moje Bilety,ตั๋วของฉัน,Tiket Saya
tickets_sold,Tickets Sold,Boletos Vendidos,Billets Vendus,Verkaufte Tickets,Ingressos Vendidos,Biglietti Venduti,Verkochte Tickets,Проданные билеты,販売済みチケット,판매된 티켓,已售门票,已售門票,التذاكر المباعة,बिके टिकट,Satılan Biletler,Sprzedane Bilety,ตั๋วที่ขายแล้ว,Tiket Terjual
tickets_sold_today,Tickets Sold Today,,,,,,,,,,,,,,,,,
to_be_announced,To Be Announced,,,,,,,,,,,,,,,,,
today,today,,,,,,,,,,,,,,,,,
top_events_by_views,Top Events by Views,,,,,,,,,,,,,,,,,
top_price,Top Price,,,,,,,,,,,,,,,,,
total,Total,Total,Total,Gesamt,Total,Totale,Totaal,Итого,合計,합계,合计,合計,المجموع,कुल,Toplam,Razem,รวม,Total
total_check_ins,Total Check-ins,,,,,,,,,,,,,,,,,
total_earned,Total Earned,Total ganado,Total gagné,Gesamt verdient,Total ganho,Totale guadagnato,Totaal verdiend,Всего заработано,獲得合計,총 수익,总收入,總收入,إجمالي الأرباح,कुल कमाई,Toplam kazanç,Łącznie zarobione,รายได้ทั้งหมด,Total diperoleh
total_staff,Total Staff,,,,,,,,,,,,,,,,,
track_shipment,Track Shipment,Rastrear envío,Suivre l'expédition,Sendung verfolgen,Rastrear envio,Traccia spedizione,Zending volgen,Отследить доставку,配送を追跡,배송 추적,追踪发货,追蹤發貨,تتبع الشحنة,शिपमेंट ट्रैक करें,Gönderiyi takip et,Śledź przesyłkę,ติดตามการจัดส่ง,Lacak Pengiriman
transactions_no_crypto,No Crypto Transactions,Sin transacciones cripto,Aucune transaction crypto,Keine Krypto-Transaktionen,Sem transações cripto,Nessuna transazione crypto,Geen crypto-transacties,Нет крипто-транзакций,暗号通貨取引なし,암호화폐 거래 없음,无加密交易,無加密交易,لا توجد معاملات مشفرة,कोई क्रिप्टो लेनदेन नहीं,Kripto işlem yok,Brak transakcji krypto,ไม่มีธุรกรรมคริปโต,Tidak ada Transaksi Kripto
transactions_no_crypto_desc,Your crypto transactions will appear here.,Sus transacciones cripto aparecerán aquí.,Vos transactions crypto apparaîtront ici.,Ihre Krypto-Transaktionen werden hier angezeigt.,Suas transações cripto aparecerão aqui.,Le tue transazioni crypto appariranno qui.,Uw crypto-transacties verschijnen hier.,Ваши крипто-транзакции будут здесь.,暗号通貨の取引はここに表示されます。,암호화폐 거래가 여기에 표시됩니다.,您的加密交易将在此处显示。,您的加密交易將在此處顯示。,ستظهر معاملاتك المشفرة هنا.,आपके क्रिप्टो लेनदेन यहां दिखाई देंगे。,Kripto işlemleriniz burada görünecek.,Twoje transakcje krypto pojawią się tutaj.,ธุรกรรมคริปโตของคุณจะปรากฏที่นี่,Transaksi kripto Anda akan muncul di sini.
transactions_no_fiat,No Fiat Transactions,Sin transacciones fiat,Aucune transaction fiat,Keine Fiat-Transaktionen,Sem transações fiat,Nessuna transazione fiat,Geen fiat-transacties,Нет фиатных транзакций,フィアット取引なし,법정화폐 거래 없음,无法币交易,無法幣交易,لا توجد معاملات نقدية,कोई फिएट लेनदेन नहीं,Fiat işlem yok,Brak transakcji fiat,ไม่มีธุรกรรมเงินตรา,Tidak ada Transaksi Fiat
transactions_no_fiat_desc,Your purchase history will appear here.,Su historial de compras aparecerá aquí.,Votre historique d'achats apparaîtra ici.,Ihr Kaufverlauf wird hier angezeigt.,Seu histórico de compras aparecerá aqui.,La tua cronologia acquisti apparirà qui.,Uw aankoopgeschiedenis verschijnt hier.,Ваша история покупок будет здесь.,購入履歴はここに表示されます。,구매 내역이 여기에 표시됩니다.,您的购买记录将在此处显示。,您的購買記錄將在此處顯示。,سيظهر سجل مشترياتك هنا.,आपका खरीद इतिहास यहां दिखाई देगा।,Satın alma geçmişiniz burada görünecek.,Twoja historia zakupów pojawi się tutaj.,ประวัติการซื้อของคุณจะปรากฏที่นี่,Riwayat pembelian Anda akan muncul di sini.
transactions_no_transactions,No Transactions,Sin transacciones,Aucune transaction,Keine Transaktionen,Sem transações,Nessuna transazione,Geen transacties,Нет транзакций,取引なし,거래 없음,无交易记录,無交易記錄,لا توجد معاملات,कोई लेनदेन नहीं,İşlem yok,Brak transakcji,ไม่มีธุรกรรม,Tidak ada Transaksi
transactions_no_transactions_desc,Your transactions will appear here.,Sus transacciones aparecerán aquí.,Vos transactions apparaîtront ici.,Ihre Transaktionen werden hier angezeigt.,Suas transações aparecerão aqui.,Le tue transazioni appariranno qui.,Uw transacties verschijnen hier.,Ваши транзакции будут здесь.,取引はここに表示されます。,거래가 여기에 표시됩니다.,您的交易将在此处显示。,您的交易將在此處顯示。,ستظهر معاملاتك هنا.,आपके लेनदेन यहां दिखाई देंगे।,İşlemleriniz burada görünecek.,Twoje transakcje pojawią się tutaj.,ธุรกรรมของคุณจะปรากฏที่นี่,Transaksi Anda akan muncul di sini.
transactions_search_hint,Search transactions...,Buscar transacciones...,Rechercher des transactions...,Transaktionen suchen...,Pesquisar transações...,Cerca transazioni...,Transacties zoeken...,Поиск транзакций...,取引を検索...,거래 검색...,搜索交易...,搜尋交易...,بحث في المعاملات...,लेनदेन खोजें...,İşlem ara...,Szukaj transakcji...,ค้นหาธุรกรรม...,Cari transaksi...
transactions_title,Transactions,Transacciones,Transactions,Transaktionen,Transações,Transazioni,Transacties,Транзакции,取引,거래,交易,交易,المعاملات,लेनदेन,İşlemler,Transakcje,รายการ,Transaksi
trending_events,Trending Events,,,,,,,,,,,,,,,,,
trending_tags,Trending Tags,,,,,,,,,,,,,,,,,
try_again,Try Again,Reintentar,Réessayer,Erneut versuchen,Tentar novamente,Riprova,Probeer opnieuw,Попробуйте снова,再試行,다시 시도,重试,重試,حاول مجددًا,पुनः प्रयास करें,Tekrar dene,Spróbuj ponownie,ลองอีกครั้ง,Coba lagi
try_different_search,Try a different search term,,,,,,,,,,,,,,,,,
try_different_search_or_filter,Try a different search term or filter.,,,,,,,,,,,,,,,,,
tx_received_ada,Received ADA,ADA recibido,ADA reçu,ADA empfangen,ADA recebido,ADA ricevuti,ADA ontvangen,ADA получен,ADA受信,ADA 수신,已接收ADA,已接收ADA,تم استلام ADA,ADA प्राप्त हुआ,ADA alındı,Otrzymano ADA,ได้รับ ADA,ADA Diterima
tx_sent_ada,Sent ADA,ADA enviado,ADA envoyé,ADA gesendet,ADA enviado,ADA inviati,ADA verzonden,ADA отправлен,ADA送信,ADA 전송,已发送ADA,已發送ADA,تم إرسال ADA,ADA भेजा गया,ADA gönderildi,Wysłano ADA,ส่ง ADA แล้ว,ADA Terkirim
tx_type_bank_purchase,Bank Purchase,Compra bancaria,Achat bancaire,Bankkauf,Compra bancária,Acquisto bancario,Bankaankoop,Банковская покупка,銀行購入,은행 구매,银行购买,銀行購買,شراء بنكي,बैंक खरीद,Banka alışverişi,Zakup bankowy,ซื้อผ่านธนาคาร,Pembelian Bank
tx_type_favor_ticket,Favor Ticket,Boleto de cortesía,Billet de faveur,Gefälligkeitsticket,Ingresso de cortesia,Biglietto omaggio,Gunstkaartje,Бесплатный билет,ファボーチケット,호의 티켓,赠票,贈票,تذكرة مجاملة,कृपा टिकट,İyilik Bileti,Bilet grzecznościowy,ตั๋วเชิญ,Tiket Gratis
tx_type_merch_purchase,Merch Purchase,Compra de mercancía,Achat de marchandise,Merchandise-Kauf,Compra de mercadoria,Acquisto merchandise,Merchandise-aankoop,Покупка мерча,グッズ購入,상품 구매,周边购买,周邊購買,شراء بضائع,मर्च खरीद,Ürün alışverişi,Zakup gadżetów,ซื้อสินค้า,Pembelian Merchandise
tx_type_resale_purchase,Resale Purchase,Compra de reventa,Achat de revente,Wiederverkaufskauf,Compra de revenda,Acquisto rivendita,Doorverkoopaankoop,Покупка с перепродажи,リセール購入,재판매 구매,转售购买,轉售購買,شراء إعادة بيع,पुनर्विक्रय खरीद,Yeniden satış alışverişi,Zakup z odsprzedaży,ซื้อจากการขายต่อ,Pembelian Resale
tx_type_subscription,Subscription,Suscripción,Abonnement,Abonnement,Assinatura,Abbonamento,Abonnement,Подписка,サブスクリプション,구독,订阅,訂閱,الاشتراك,सदस्यता,Abonelik,Subskrypcja,การสมัครสมาชิก,Langganan
tx_type_ticket_purchase,Ticket Purchase,Compra de entrada,Achat de billet,Ticketkauf,Compra de ingresso,Acquisto biglietto,Ticketaankoop,Покупка билета,チケット購入,티켓 구매,购票,購票,شراء تذكرة,टिकट खरीद,Bilet alışverişi,Zakup biletu,ซื้อตั๋ว,Pembelian Tiket
tx_type_vendor_purchase,Vendor Purchase,Compra de vendedor,Achat vendeur,Händlerkauf,Compra de fornecedor,Acquisto venditore,Leveranciersaankoop,Покупка у продавца,ベンダー購入,판매자 구매,供应商购买,供應商購買,شراء من بائع,विक्रेता खरीद,Satıcı alışverişi,Zakup od dostawcy,ซื้อจากผู้ขาย,Pembelian Vendor
tx_type_waitlist_auto_purchase,Waitlist Auto-Purchase,Compra automática de lista de espera,Achat automatique liste d'attente,Warteliste Automatischer Kauf,Compra automática da lista de espera,Acquisto automatico lista d'attesa,Wachtlijst auto-aankoop,Автопокупка из очереди,ウェイトリスト自動購入,대기열 자동 구매,候补自动购买,候補自動購買,شراء تلقائي من قائمة الانتظار,प्रतीक्षा सूची ऑटो-खरीद,Bekleme listesi otomatik alım,Auto-zakup z listy oczekujących,ซื้ออัตโนมัติจากรายการรอ,Pembelian Otomatis Waitlist
tx_type_wallet_purchase,Wallet Purchase,Compra con billetera,Achat portefeuille,Wallet-Kauf,Compra com carteira,Acquisto portafoglio,Portemonnee-aankoop,Покупка из кошелька,ウォレット購入,지갑 구매,钱包购买,錢包購買,شراء من المحفظة,वॉलेट खरीद,Cüzdan alışverişi,Zakup z portfela,ซื้อจากกระเป๋าเงิน,Pembelian Dompet
tx_type_wallet_topup,Wallet Top-Up,Recarga de billetera,Rechargement du portefeuille,Wallet-Aufladung,Recarga de carteira,Ricarica portafoglio,Portemonnee opwaarderen,Пополнение кошелька,ウォレットチャージ,지갑 충전,钱包充值,錢包充值,شحن المحفظة,वॉलेट टॉप-अप,Cüzdan yükleme,Doładowanie portfela,เติมเงินกระเป๋า,Top-Up Dompet
types,Types,,,,,,,,,,,,,,,,,
unable_to_load,Unable to load,,,,,,,,,,,,,,,,,
unable_to_load_analytics,Unable to load analytics,,,,,,,,,,,,,,,,,
unique,unique,,,,,,,,,,,,,,,,,
unknown_user,Unknown User,Usuario desconocido,Utilisateur inconnu,Unbekannter Benutzer,Usuário desconhecido,Utente sconosciuto,Onbekende gebruiker,Неизвестный пользователь,不明なユーザー,알 수 없는 사용자,未知用户,未知用戶,مستخدم غير معروف,अज्ञात उपयोगकर्ता,Bilinmeyen kullanıcı,Nieznany użytkownik,ผู้ใช้ที่ไม่รู้จัก,Pengguna Tidak Dikenal
unlimited,Unlimited,Ilimitado,Illimité,Unbegrenzt,Ilimitado,Illimitato,Onbeperkt,Безлимитно,無制限,무제한,无限,無限,غير محدود,असीमित,Sınırsız,Nieograniczone,ไม่จำกัด,Tidak terbatas
unsaved_changes,Unsaved Changes,Cambios sin guardar,Modifications non enregistrées,Ungespeicherte Änderungen,Alterações não salvas,Modifiche non salvate,Niet-opgeslagen wijzigingen,Несохранённые изменения,未保存の変更,저장되지 않은 변경 사항,未保存的更改,未儲存的變更,تغييرات غير محفوظة,सहेजे नहीं गए परिवर्तन,Kaydedilmemiş değişiklikler,Niezapisane zmiany,การเปลี่ยนแปลงที่ยังไม่บันทึก,Perubahan Belum Disimpan
unsaved_changes_prompt,You have unsaved changes. Discard them?,Tienes cambios sin guardar. ¿Descartarlos?,Vous avez des modifications non enregistrées. Les ignorer ?,Sie haben ungespeicherte Änderungen. Verwerfen?,Você tem alterações não salvas. Descartar?,Hai modifiche non salvate. Scartarle?,U heeft niet-opgeslagen wijzigingen. Verwerpen?,У вас есть несохранённые изменения. Отменить?,未保存の変更があります。破棄しますか？,저장되지 않은 변경 사항이 있습니다. 삭제하시겠습니까?,您有未保存的更改。要放弃吗？,您有未儲存的變更。要捨棄嗎？,لديك تغييرات غير محفوظة. هل تريد تجاهلها؟,आपके पास सहेजे नहीं गए परिवर्तन हैं। उन्हें खारिज करें?,Kaydedilmemiş değişiklikleriniz var. İptal edilsin mi?,Masz niezapisane zmiany. Odrzucić je?,คุณมีการเปลี่ยนแปลงที่ยังไม่บันทึก ต้องการยกเลิกหรือไม่?,Anda memiliki perubahan yang belum disimpan. Buang?
upcoming,Upcoming,,,,,,,,,,,,,,,,,
update_role,Update Role,Actualizar rol,Mettre à jour le rôle,Rolle aktualisieren,Atualizar função,Aggiorna ruolo,Rol bijwerken,Обновить роль,役割を更新,역할 업데이트,更新角色,更新角色,تحديث الدور,भूमिका अपडेट करें,Rolü güncelle,Zaktualizuj rolę,อัปเดตบทบาท,Perbarui Peran
upgrade,upgrade,,,,,,,,,,,,,,,,,
upgrade_to,Upgrade to {0},Mejorar a {0},Mettre à niveau vers {0},Upgraden auf {0},Atualizar para {0},Aggiorna a {0},Upgraden naar {0},Обновить до {0},「{0}」にアップグレード,{0}(으)로 업그레이드,升级到{0},升級至{0},الترقية إلى {0},{0} में अपग्रेड करें,{0} sürümüne yükselt,Uaktualnij do {0},อัปเกรดเป็น {0},Tingkatkan ke {0}
upload_failed,Upload failed,Error al subir,Échec du téléchargement,Upload fehlgeschlagen,Falha no upload,Caricamento fallito,Upload mislukt,Ошибка загрузки,アップロードに失敗しました,업로드 실패,上传失败,上傳失敗,فشل التحميل,अपलोड विफल,Yükleme başarısız,Przesyłanie nie powiodło się,อัปโหลดล้มเหลว,Unggahan gagal
upload_logo,Upload Logo,Subir logo,Télécharger le logo,Logo hochladen,Enviar logo,Carica logo,Logo uploaden,Загрузить логотип,ロゴをアップロード,로고 업로드,上传标志,上傳標誌,رفع الشعار,लोगो अपलोड करें,Logo Yükle,Prześlij logo,อัปโหลดโลโก้,Unggah Logo
used,Used,Usado,Utilisé,Benutzt,Usado,Usato,Gebruikt,Использовано,使用済み,사용됨,已使用,已使用,مستخدم,उपयोग किया,Kullanıldı,Użyto,ใช้แล้ว,Digunakan
user_interest_distribution,User Interest Distribution,,,,,,,,,,,,,,,,,
usher_events_empty_message,You have no usher assignments.,,,,,,,,,,,,,,,,,
usher_performance,Usher Performance,,,,,,,,,,,,,,,,,
usher_stats_placeholder,Usher statistics will appear here.,,,,,,,,,,,,,,,,,
ushering,Ushering,,,,,,,,,,,,,,,,,
valid,Valid,Válido,Valide,Gültig,Válido,Valido,Geldig,Действителен,有効,유효,有效,有效,صالح,मान्य,Geçerli,Ważny,ใช้ได้,Valid
vendor_events_empty_message,You have no vendor assignments.,,,,,,,,,,,,,,,,,
venue_enterprise_upgrade_message,Seating charts are available on the Enterprise plan.,Los mapas de asientos están disponibles en el plan Enterprise.,Les plans de salle sont disponibles avec le plan Enterprise.,Sitzpläne sind im Enterprise-Plan verfügbar.,Mapas de assentos estão disponíveis no plano Enterprise.,Le mappe dei posti sono disponibili nel piano Enterprise.,Plattegronden zijn beschikbaar in het Enterprise-abonnement.,Схемы рассадки доступны в тарифе Enterprise.,座席表はEnterpriseプランで利用可能です。,좌석 배치도는 Enterprise 플랜에서 이용 가능합니다.,座位图在企业版中可用。,座位圖在企業版中可用。,مخططات الجلوس متاحة في خطة Enterprise.,सीटिंग चार्ट Enterprise प्लान में उपलब्ध हैं।,Oturma planları Enterprise planında mevcuttur.,Mapy miejsc dostępne w planie Enterprise.,แผนผังที่นั่งมีใน Enterprise plan,Denah tempat duduk tersedia di paket Enterprise.
venue_linked,Venue linked!,¡Lugar vinculado!,Lieu lié !,Veranstaltungsort verknüpft!,Local vinculado!,Luogo collegato!,Locatie gekoppeld!,Площадка привязана!,会場をリンクしました！,장소가 연결되었습니다!,场馆已关联！,場館已關聯！,تم ربط المكان!,स्थल लिंक किया गया!,Mekan bağlandı!,Miejsce połączone!,เชื่อมต่อสถานที่แล้ว!,Tempat ditautkan!
venue_name,Venue Name,Nombre del lugar,Nom du lieu,Name des Veranstaltungsortes,Nome do local,Nome del luogo,Locatienaam,Название площадки,会場名,장소 이름,场馆名称,場館名稱,اسم المكان,स्थल का नाम,Mekan adı,Nazwa miejsca,ชื่อสถานที่,Nama Tempat
venue_saved,Venue saved!,¡Lugar guardado!,Lieu enregistré !,Veranstaltungsort gespeichert!,Local salvo!,Luogo salvato!,Locatie opgeslagen!,Площадка сохранена!,会場を保存しました！,장소가 저장되었습니다!,场馆已保存！,場館已儲存！,تم حفظ المكان!,स्थल सहेजा गया!,Mekan kaydedildi!,Miejsce zapisane!,บันทึกสถานที่แล้ว!,Tempat disimpan!
venues_create,Create Venue,Crear lugar,Créer un lieu,Veranstaltungsort erstellen,Criar local,Crea luogo,Locatie maken,Создать площадку,会場を作成,장소 생성,创建场馆,建立場館,إنشاء مكان,स्थल बनाएं,Mekan oluştur,Utwórz miejsce,สร้างสถานที่,Buat Tempat
venues_delete_title,Delete Venue?,¿Eliminar lugar?,Supprimer le lieu ?,Veranstaltungsort löschen?,Excluir local?,Eliminare luogo?,Locatie verwijderen?,Удалить площадку?,会場を削除しますか？,장소를 삭제하시겠습니까?,删除场馆？,刪除場館？,حذف المكان؟,स्थल हटाएं?,Mekanı sil?,Usunąć miejsce?,ลบสถานที่?,Hapus Tempat?
venues_duplicate,Duplicate Venue,Duplicar lugar,Dupliquer le lieu,Veranstaltungsort duplizieren,Duplicar local,Duplica luogo,Locatie dupliceren,Дублировать площадку,会場を複製,장소 복제,复制场馆,複製場館,تكرار المكان,स्थल डुप्लिकेट करें,Mekanı çoğalt,Duplikuj miejsce,ทำซ้ำสถานที่,Duplikat Tempat
venues_error_loading,Error loading venues,Error al cargar lugares,Erreur de chargement des lieux,Fehler beim Laden der Veranstaltungsorte,Erro ao carregar locais,Errore nel caricamento dei luoghi,Fout bij laden van locaties,Ошибка загрузки площадок,会場の読み込みエラー,장소 로딩 오류,加载场馆出错,載入場館出錯,خطأ في تحميل الأماكن,स्थल लोड करने में त्रुटि,Mekanlar yüklenirken hata,Błąd ładowania miejsc,เกิดข้อผิดพลาดในการโหลดสถานที่,Gagal memuat tempat
venues_new_venue,New Venue,Nuevo local,Nouveau lieu,Neuer Veranstaltungsort,Novo local,Nuovo luogo,Nieuwe locatie,Новое место,新しい会場,새 장소,新场地,新場地,مكان جديد,नया स्थल,Yeni mekan,Nowe miejsce,สถานที่ใหม่,Tempat Baru
venues_no_venues,No Venues,Sin lugares,Aucun lieu,Keine Veranstaltungsorte,Sem locais,Nessun luogo,Geen locaties,Нет площадок,会場なし,장소 없음,无场馆,無場館,لا توجد أماكن,कोई स्थल नहीं,Mekan yok,Brak miejsc,ไม่มีสถานที่,Tidak ada Tempat
venues_no_venues_desc,Create a venue to add seating charts.,Cree un lugar para agregar mapas de asientos.,Créez un lieu pour ajouter des plans de salle.,"Erstellen Sie einen Veranstaltungsort, um Sitzpläne hinzuzufügen.",Crie um local para adicionar mapas de assentos.,Crea un luogo per aggiungere le mappe dei posti.,Maak een locatie om plattegronden toe te voegen.,"Создайте площадку, чтобы добавить схему рассадки.",座席表を追加するには会場を作成してください。,좌석 배치도를 추가하려면 장소를 만드세요.,创建场馆以添加座位图。,建立場館以添加座位圖。,أنشئ مكاناً لإضافة مخططات الجلوس.,सीटिंग चार्ट जोड़ने के लिए स्थल बनाएं।,Oturma planı eklemek için mekan oluşturun.,"Utwórz miejsce, aby dodać mapę miejsc.",สร้างสถานที่เพื่อเพิ่มแผนผังที่นั่ง,Buat tempat untuk menambahkan denah tempat duduk.
venues_title,Venues,Lugares,Lieux,Veranstaltungsorte,Locais,Luoghi,Locaties,Площадки,会場,장소,场馆,場館,الأماكن,स्थल,Mekanlar,Miejsca,สถานที่,Tempat
venues_venue_name,Venue Name,Nombre del lugar,Nom du lieu,Name des Veranstaltungsortes,Nome do local,Nome del luogo,Locatienaam,Название площадки,会場名,장소 이름,场馆名称,場館名稱,اسم المكان,स्थल का नाम,Mekan adı,Nazwa miejsca,ชื่อสถานที่,Nama Tempat
venues_venue_name_hint,Enter venue name,Ingrese nombre del lugar,Entrez le nom du lieu,Veranstaltungsort eingeben,Insira o nome do local,Inserisci il nome del luogo,Voer locatienaam in,Введите название площадки,会場名を入力,장소 이름 입력,输入场馆名称,輸入場館名稱,أدخل اسم المكان,स्थल का नाम दर्ज करें,Mekan adını girin,Wpisz nazwę miejsca,ป้อนชื่อสถานที่,Masukkan nama tempat
verification_default_subtitle,Verify your identity to unlock all features.,,,,,,,,,,,,,,,,,
verification_failed,Verification Failed,Verificación fallida,Vérification échouée,Verifizierung fehlgeschlagen,Verificação falhou,Verifica fallita,Verificatie mislukt,Верификация не удалась,確認に失敗しました,인증 실패,验证失败,驗證失敗,فشل التحقق,सत्यापन विफल,Doğrulama Başarısız,Weryfikacja nieudana,การยืนยันล้มเหลว,Verifikasi Gagal
verification_failed_subtitle,Verification could not be completed. Please try again.,,,,,,,,,,,,,,,,,
verification_pending,Verification Pending,Verificación pendiente,Vérification en attente,Verifizierung ausstehend,Verificação pendente,Verifica in sospeso,Verificatie in behandeling,Верификация в ожидании,確認保留中,인증 대기 중,验证待处理,驗證待處理,التحقق قيد الانتظار,सत्यापन लंबित,Doğrulama Beklemede,Weryfikacja w toku,การยืนยันรอดำเนินการ,Verifikasi Tertunda
verification_pending_subtitle,Your verification is being reviewed.,,,,,,,,,,,,,,,,,
verification_verified_subtitle,Your identity has been verified.,,,,,,,,,,,,,,,,,
verify_with_stripe,Verify with Stripe,Verificar con Stripe,Vérifier avec Stripe,Mit Stripe verifizieren,Verificar com Stripe,Verifica con Stripe,Verifiëren met Stripe,Подтвердить через Stripe,Stripeで確認,Stripe로 인증,通过 Stripe 验证,透過 Stripe 驗證,التحقق عبر Stripe,Stripe से सत्यापित करें,Stripe ile Doğrula,Zweryfikuj przez Stripe,ยืนยันด้วย Stripe,Verifikasi dengan Stripe
verifying_ticket,Verifying ticket...,Verificando entrada...,Vérification du billet...,Ticket wird überprüft...,Verificando ingresso...,Verifica biglietto...,Ticket verifiëren...,Проверка билета...,チケットを確認中...,티켓 확인 중...,正在验证门票...,正在驗證門票...,جارٍ التحقق من التذكرة...,टिकट सत्यापित हो रहा है...,Bilet doğrulanıyor...,Weryfikacja biletu...,กำลังตรวจสอบตั๋ว...,Memverifikasi tiket...
view_in_apple_wallet,View in Apple Wallet,,,,,,,,,,,,,,,,,
view_in_google_wallet,View in Google Wallet,,,,,,,,,,,,,,,,,
view_plans,View Plans,Ver Planes,Voir les Plans,Pläne Anzeigen,Ver Planos,Visualizza Piani,Plannen Bekijken,Просмотр планов,プランを表示,플랜 보기,查看计划,查看方案,عرض الخطط,प्लान देखें,Planları Görüntüle,Zobacz Plany,ดูแผน,Lihat Paket
views,views,,,,,,,,,,,,,,,,,
views_and_conversion_30d,Views & Conversion (30 days),,,,,,,,,,,,,,,,,
virtual_access,Virtual Access,Acceso virtual,Accès virtuel,Virtueller Zugang,Acesso virtual,Accesso virtuale,Virtuele toegang,Виртуальный доступ,オンラインアクセス,온라인 접속,在线访问,線上訪問,وصول افتراضي,वर्चुअल एक्सेस,Sanal erişim,Dostęp wirtualny,การเข้าถึงออนไลน์,Akses virtual
virtual_event,Virtual Event,Evento virtual,Événement virtuel,Virtuelles Event,Evento virtual,Evento virtuale,Virtueel evenement,Виртуальное событие,オンラインイベント,온라인 이벤트,线上活动,線上活動,حدث افتراضي,वर्चुअल इवेंट,Sanal etkinlik,Wydarzenie wirtualne,อีเวนท์ออนไลน์,Acara virtual
waitlist_add_payment_method,Add a payment method to enable auto-buy.,,,,,,,,,,,,,,,,,
waitlist_auto_buy,Auto-Buy,Compra automática,Achat automatique,Automatischer Kauf,Compra automática,Acquisto automatico,Automatisch kopen,Автопокупка,自動購入,자동 구매,自动购买,自動購買,شراء تلقائي,ऑटो-खरीदी,Otomatik Satın Al,Automatyczny zakup,ซื้ออัตโนมัติ,Beli Otomatis
waitlist_auto_buy_description,Automatically purchase when a ticket becomes available.,,,,,,,,,,,,,,,,,
waitlist_enable_auto_purchase,Enable auto-purchase,,,,,,,,,,,,,,,,,
waitlist_enter_max_price,Enter max price,,,,,,,,,,,,,,,,,
waitlist_enter_valid_price,Please enter a valid price,Por favor ingresa un precio válido,Veuillez entrer un prix valide,Bitte geben Sie einen gültigen Preis ein,Por favor insira um preço válido,Inserisci un prezzo valido,Voer een geldige prijs in,"Пожалуйста, введите корректную цену",有効な価格を入力してください,유효한 가격을 입력하세요,请输入有效价格,請輸入有效價格,يرجى إدخال سعر صالح,कृपया एक मान्य कीमत दर्ज करें,Lütfen geçerli bir fiyat girin,Proszę podać prawidłową cenę,กรุณาใส่ราคาที่ถูกต้อง,Silakan masukkan harga yang valid
waitlist_join_title,Join Waitlist,Unirse a la lista,Rejoindre la liste,Warteliste beitreten,Entrar na lista,Iscriviti alla lista,Op wachtlijst,В очередь,ウェイトリストに参加,대기 목록 가입,加入等候名单,加入等候名單,الانضمام للقائمة,प्रतीक्षा सूची,Bekleme listesi,Lista oczekujących,เข้าร่วมรายชื่อรอ,Daftar tunggu
waitlist_leave,Leave Waitlist,Salir de la lista de espera,Quitter la liste d'attente,Warteliste verlassen,Sair da lista de espera,Lascia la lista d'attesa,Wachtlijst verlaten,Покинуть очередь,ウェイトリストを退出,대기자 명단 나가기,离开候补名单,離開候補名單,مغادرة قائمة الانتظار,प्रतीक्षा सूची छोड़ें,Bekleme Listesinden Ayrıl,Opuść listę oczekujących,ออกจากรายชื่อรอ,Keluar Daftar Tunggu
waitlist_max_price,Max Price,Precio Máximo,Prix Maximum,Höchstpreis,Preço Máximo,Prezzo Massimo,Maximumprijs,Макс. цена,最大価格,최대 가격,最高价格,最高價格,السعر الأقصى,अधिकतम कीमत,Maks. Fiyat,Cena Maks.,ราคาสูงสุด,Harga Maks
waitlist_no_payment_methods,No payment methods available,,,,,,,,,,,,,,,,,
waitlist_no_stripe_customer,No Stripe customer found,,,,,,,,,,,,,,,,,
waitlist_notify_description,Get notified when tickets become available.,,,,,,,,,,,,,,,,,
